month,district,sentiment_score,review_count,sentiment_score_normalized
2018-09,Ampara,0.0,2,50.0
2018-09,Anuradhapura,1.0,12,100.0
2018-09,Badulla,0.3333333333333333,21,66.66666666666666
2018-09,Colombo,0.6,20,80.0
2018-09,Galle,0.625,24,81.25
2018-09,Gampaha,-0.25,8,37.5
2018-09,Jaffna,1.0,7,100.0
2018-09,Kalutara,0.6875,16,84.375
2018-09,Kandy,0.7441860465116279,43,87.20930232558139
2018-09,Matale,0.7142857142857143,14,85.71428571428572
2018-09,Nuwara Eliya,0.7777777777777778,45,88.88888888888889
2018-09,Other,0.5789473684210527,38,78.94736842105263
2018-09,Polonnaruwa,0.8571428571428571,63,92.85714285714286
2018-09,Trincomalee,0.55,20,77.5
2018-10,Ampara,0.5,2,75.0
2018-10,Anuradhapura,0.95,20,97.5
2018-10,Badulla,0.6363636363636364,22,81.81818181818181
2018-10,Colombo,0.6666666666666666,15,83.33333333333333
2018-10,Galle,0.6578947368421053,38,82.89473684210526
2018-10,Gampaha,0.1,10,55.00000000000001
2018-10,Jaffna,0.8181818181818182,11,90.90909090909092
2018-10,Kalutara,0.8709677419354839,31,93.5483870967742
2018-10,Kandy,0.7741935483870968,31,88.70967741935483
2018-10,Matale,0.75,4,87.5
2018-10,Nuwara Eliya,0.6842105263157895,38,84.21052631578947
2018-10,Other,0.5555555555555556,36,77.77777777777779
2018-10,Polonnaruwa,0.8809523809523809,42,94.04761904761905
2018-10,Trincomalee,0.8571428571428571,7,92.85714285714286
2018-11,Anuradhapura,0.6153846153846154,13,80.76923076923077
2018-11,Badulla,0.8333333333333334,18,91.66666666666667
2018-11,Colombo,0.8,25,90.0
2018-11,Galle,0.7714285714285715,35,88.57142857142857
2018-11,Gampaha,0.8,5,90.0
2018-11,Jaffna,1.0,4,100.0
2018-11,Kalutara,0.9047619047619048,21,95.23809523809523
2018-11,Kandy,0.7551020408163265,49,87.75510204081633
2018-11,Matale,0.0,3,50.0
2018-11,Nuwara Eliya,0.6046511627906976,43,80.23255813953489
2018-11,Other,0.5116279069767442,43,75.5813953488372
2018-11,Polonnaruwa,0.8285714285714286,35,91.42857142857143
2018-11,Trincomalee,1.0,1,100.0
2018-12,Anuradhapura,0.896551724137931,29,94.82758620689656
2018-12,Badulla,0.6666666666666666,39,83.33333333333333
2018-12,Colombo,0.9107142857142857,56,95.53571428571428
2018-12,Galle,0.6216216216216216,74,81.08108108108108
2018-12,Gampaha,0.2727272727272727,11,63.63636363636363
2018-12,Jaffna,0.6666666666666666,6,83.33333333333333
2018-12,Kalutara,0.9032258064516129,31,95.16129032258065
2018-12,Kandy,0.7758620689655172,58,88.79310344827587
2018-12,Matale,0.0,4,50.0
2018-12,Nuwara Eliya,0.6666666666666666,81,83.33333333333333
2018-12,Other,0.6060606060606061,66,80.3030303030303
2018-12,Polonnaruwa,0.8571428571428571,49,92.85714285714286
2018-12,Trincomalee,1.0,6,100.0
2019-01,Ampara,1.0,2,100.0
2019-01,Anuradhapura,0.9615384615384616,52,98.07692307692308
2019-01,Badulla,0.7,40,85.0
2019-01,Colombo,0.7450980392156863,51,87.25490196078431
2019-01,Galle,0.7362637362637363,91,86.81318681318682
2019-01,Gampaha,0.13636363636363635,22,56.81818181818181
2019-01,Jaffna,0.875,8,93.75
2019-01,Kalutara,0.8620689655172413,29,93.10344827586206
2019-01,Kandy,0.7446808510638298,94,87.2340425531915
2019-01,Matale,0.6666666666666666,12,83.33333333333333
2019-01,Nuwara Eliya,0.5894736842105263,95,79.47368421052632
2019-01,Other,0.5857142857142857,70,79.28571428571429
2019-01,Polonnaruwa,0.7777777777777778,63,88.88888888888889
2019-01,Trincomalee,0.8571428571428571,7,92.85714285714286
2019-02,Ampara,-1.0,1,0.0
2019-02,Anuradhapura,0.75,44,87.5
2019-02,Badulla,0.6153846153846154,39,80.76923076923077
2019-02,Colombo,0.8333333333333334,42,91.66666666666667
2019-02,Galle,0.7752808988764045,89,88.76404494382022
2019-02,Gampaha,0.45,20,72.5
2019-02,Jaffna,0.5714285714285714,7,78.57142857142857
2019-02,Kalutara,0.7931034482758621,29,89.65517241379311
2019-02,Kandy,0.9156626506024096,83,95.78313253012047
2019-02,Matale,0.7,10,85.0
2019-02,Nuwara Eliya,0.6835443037974683,79,84.17721518987342
2019-02,Other,0.6796116504854369,103,83.98058252427185
2019-02,Polonnaruwa,0.8028169014084507,71,90.14084507042254
2019-02,Trincomalee,0.9,10,95.0
2019-03,Anuradhapura,0.7962962962962963,54,89.81481481481481
2019-03,Badulla,0.8409090909090909,44,92.04545454545455
2019-03,Colombo,0.6842105263157895,38,84.21052631578947
2019-03,Galle,0.7792207792207793,77,88.96103896103897
2019-03,Gampaha,0.25,12,62.5
2019-03,Jaffna,0.75,16,87.5
2019-03,Kalutara,0.8947368421052632,19,94.73684210526316
2019-03,Kandy,0.8414634146341463,82,92.07317073170731
2019-03,Matale,0.5714285714285714,14,78.57142857142857
2019-03,Nuwara Eliya,0.6436781609195402,87,82.18390804597702
2019-03,Other,0.7415730337078652,89,87.07865168539325
2019-03,Polonnaruwa,0.85,80,92.5
2019-03,Trincomalee,0.6666666666666666,9,83.33333333333333
2019-04,Ampara,0.3333333333333333,3,66.66666666666666
2019-04,Anuradhapura,0.8181818181818182,11,90.90909090909092
2019-04,Badulla,0.75,32,87.5
2019-04,Colombo,0.5,22,75.0
2019-04,Galle,0.6557377049180327,61,82.78688524590163
2019-04,Gampaha,0.2,5,60.0
2019-04,Kalutara,0.7222222222222222,18,86.11111111111111
2019-04,Kandy,0.8,35,90.0
2019-04,Matale,0.7777777777777778,9,88.88888888888889
2019-04,Nuwara Eliya,0.7333333333333333,45,86.66666666666667
2019-04,Other,0.7547169811320755,53,87.73584905660378
2019-04,Polonnaruwa,0.8076923076923077,52,90.38461538461539
2019-04,Trincomalee,1.0,16,100.0
2019-05,Ampara,1.0,1,100.0
2019-05,Anuradhapura,1.0,4,100.0
2019-05,Badulla,0.75,8,87.5
2019-05,Colombo,0.75,8,87.5
2019-05,Galle,1.0,4,100.0
2019-05,Gampaha,0.5,2,75.0
2019-05,Jaffna,0.3333333333333333,3,66.66666666666666
2019-05,Kandy,1.0,14,100.0
2019-05,Matale,1.0,1,100.0
2019-05,Nuwara Eliya,0.75,4,87.5
2019-05,Other,0.875,8,93.75
2019-05,Polonnaruwa,0.625,8,81.25
2019-05,Trincomalee,1.0,4,100.0
2019-06,Ampara,1.0,3,100.0
2019-06,Badulla,0.25,8,62.5
2019-06,Colombo,0.7272727272727273,11,86.36363636363636
2019-06,Galle,0.42857142857142855,7,71.42857142857143
2019-06,Gampaha,0.3333333333333333,3,66.66666666666666
2019-06,Kalutara,1.0,2,100.0
2019-06,Kandy,0.7272727272727273,11,86.36363636363636
2019-06,Matale,0.6666666666666666,3,83.33333333333333
2019-06,Nuwara Eliya,0.7333333333333333,15,86.66666666666667
2019-06,Other,0.5333333333333333,15,76.66666666666666
2019-06,Polonnaruwa,1.0,13,100.0
2019-06,Trincomalee,0.5,4,75.0
2019-07,Ampara,1.0,5,100.0
2019-07,Anuradhapura,1.0,15,100.0
2019-07,Badulla,0.6666666666666666,6,83.33333333333333
2019-07,Colombo,0.9166666666666666,12,95.83333333333333
2019-07,Galle,0.6875,16,84.375
2019-07,Gampaha,0.375,8,68.75
2019-07,Kalutara,0.5,2,75.0
2019-07,Kandy,0.8823529411764706,17,94.11764705882352
2019-07,Matale,1.0,6,100.0
2019-07,Nuwara Eliya,0.75,28,87.5
2019-07,Other,0.6666666666666666,21,83.33333333333333
2019-07,Polonnaruwa,0.76,25,88.0
2019-07,Trincomalee,0.7647058823529411,17,88.23529411764706
2019-08,Anuradhapura,0.8666666666666667,15,93.33333333333333
2019-08,Badulla,0.75,20,87.5
2019-08,Colombo,0.7619047619047619,21,88.09523809523809
2019-08,Galle,0.92,25,96.0
2019-08,Gampaha,0.0,8,50.0
2019-08,Jaffna,0.5,6,75.0
2019-08,Kalutara,0.7777777777777778,9,88.88888888888889
2019-08,Kandy,0.8076923076923077,26,90.38461538461539
2019-08,Matale,1.0,3,100.0
2019-08,Nuwara Eliya,0.6857142857142857,35,84.28571428571429
2019-08,Other,0.5714285714285714,28,78.57142857142857
2019-08,Polonnaruwa,0.96875,32,98.4375
2019-08,Trincomalee,0.2777777777777778,18,63.888888888888886
2019-09,Anuradhapura,1.0,3,100.0
2019-09,Badulla,0.7142857142857143,14,85.71428571428572
2019-09,Colombo,0.8,15,90.0
2019-09,Galle,0.5416666666666666,24,77.08333333333333
2019-09,Gampaha,0.4,5,70.0
2019-09,Kalutara,1.0,7,100.0
2019-09,Kandy,0.5769230769230769,26,78.84615384615384
2019-09,Matale,0.8333333333333334,12,91.66666666666667
2019-09,Nuwara Eliya,0.5,32,75.0
2019-09,Other,0.5789473684210527,19,78.94736842105263
2019-09,Polonnaruwa,0.9696969696969697,33,98.48484848484848
2019-09,Trincomalee,1.0,7,100.0
2019-10,Ampara,0.75,4,87.5
2019-10,Anuradhapura,1.0,4,100.0
2019-10,Badulla,0.7,20,85.0
2019-10,Colombo,0.9523809523809523,21,97.61904761904762
2019-10,Galle,0.6666666666666666,18,83.33333333333333
2019-10,Gampaha,0.3333333333333333,3,66.66666666666666
2019-10,Jaffna,1.0,2,100.0
2019-10,Kalutara,0.8571428571428571,7,92.85714285714286
2019-10,Kandy,0.875,40,93.75
2019-10,Matale,0.875,24,93.75
2019-10,Nuwara Eliya,0.6521739130434783,23,82.6086956521739
2019-10,Other,0.9090909090909091,33,95.45454545454545
2019-10,Polonnaruwa,0.896551724137931,29,94.82758620689656
2019-10,Trincomalee,1.0,2,100.0
2019-11,Anuradhapura,1.0,18,100.0
2019-11,Badulla,0.9166666666666666,12,95.83333333333333
2019-11,Colombo,0.7272727272727273,22,86.36363636363636
2019-11,Galle,0.9545454545454546,22,97.72727272727273
2019-11,Gampaha,0.0,6,50.0
2019-11,Jaffna,0.5,2,75.0
2019-11,Kalutara,0.8571428571428571,7,92.85714285714286
2019-11,Kandy,0.7567567567567568,37,87.83783783783784
2019-11,Matale,0.9,20,95.0
2019-11,Nuwara Eliya,0.8235294117647058,17,91.17647058823529
2019-11,Other,0.5853658536585366,41,79.26829268292683
2019-11,Polonnaruwa,0.9444444444444444,18,97.22222222222221
2019-11,Trincomalee,0.6666666666666666,6,83.33333333333333
2019-12,Anuradhapura,0.6551724137931034,29,82.75862068965517
2019-12,Badulla,0.875,24,93.75
2019-12,Colombo,0.9259259259259259,27,96.2962962962963
2019-12,Galle,0.875,40,93.75
2019-12,Gampaha,0.0,6,50.0
2019-12,Jaffna,0.6666666666666666,9,83.33333333333333
2019-12,Kalutara,1.0,10,100.0
2019-12,Kandy,0.8225806451612904,62,91.12903225806453
2019-12,Matale,0.851063829787234,47,92.5531914893617
2019-12,Nuwara Eliya,0.5833333333333334,48,79.16666666666667
2019-12,Other,0.7627118644067796,59,88.13559322033898
2019-12,Polonnaruwa,0.896551724137931,29,94.82758620689656
2019-12,Trincomalee,0.7142857142857143,7,85.71428571428572
2020-01,Anuradhapura,0.896551724137931,29,94.82758620689656
2020-01,Badulla,0.8214285714285714,28,91.07142857142857
2020-01,Colombo,0.6578947368421053,38,82.89473684210526
2020-01,Galle,0.8591549295774648,71,92.95774647887323
2020-01,Gampaha,0.38461538461538464,13,69.23076923076923
2020-01,Jaffna,1.0,2,100.0
2020-01,Kalutara,0.8888888888888888,18,94.44444444444444
2020-01,Kandy,0.6153846153846154,78,80.76923076923077
2020-01,Matale,0.9607843137254902,51,98.03921568627452
2020-01,Nuwara Eliya,0.6666666666666666,54,83.33333333333333
2020-01,Other,0.7608695652173914,92,88.04347826086956
2020-01,Polonnaruwa,0.896551724137931,29,94.82758620689656
2020-01,Trincomalee,0.25,4,62.5
2020-02,Anuradhapura,0.8484848484848485,33,92.42424242424244
2020-02,Badulla,0.5882352941176471,17,79.41176470588236
2020-02,Colombo,0.7272727272727273,33,86.36363636363636
2020-02,Galle,0.7297297297297297,37,86.48648648648648
2020-02,Gampaha,0.3333333333333333,6,66.66666666666666
2020-02,Jaffna,0.8,5,90.0
2020-02,Kalutara,0.9523809523809523,21,97.61904761904762
2020-02,Kandy,0.6707317073170732,82,83.53658536585367
2020-02,Matale,0.825,40,91.25
2020-02,Nuwara Eliya,0.5853658536585366,41,79.26829268292683
2020-02,Other,0.8985507246376812,69,94.92753623188406
2020-02,Polonnaruwa,0.8571428571428571,28,92.85714285714286
2020-02,Trincomalee,0.8333333333333334,6,91.66666666666667
2020-03,Anuradhapura,1.0,7,100.0
2020-03,Badulla,1.0,4,100.0
2020-03,Colombo,0.5454545454545454,11,77.27272727272727
2020-03,Galle,0.8108108108108109,37,90.54054054054055
2020-03,Gampaha,1.0,2,100.0
2020-03,Jaffna,0.5,2,75.0
2020-03,Kalutara,0.8571428571428571,7,92.85714285714286
2020-03,Kandy,0.6388888888888888,36,81.94444444444444
2020-03,Matale,1.0,17,100.0
2020-03,Nuwara Eliya,0.3,20,65.0
2020-03,Other,0.75,24,87.5
2020-03,Polonnaruwa,0.8,10,90.0
2020-03,Trincomalee,1.0,1,100.0
2020-04,Colombo,1.0,1,100.0
2020-04,Galle,1.0,1,100.0
2020-04,Other,1.0,2,100.0
2020-05,Matale,1.0,1,100.0
2020-05,Other,1.0,1,100.0
2020-06,Colombo,1.0,1,100.0
2020-06,Kandy,1.0,2,100.0
2020-06,Nuwara Eliya,1.0,1,100.0
2020-07,Kalutara,1.0,1,100.0
2020-07,Other,1.0,3,100.0
2020-07,Polonnaruwa,1.0,1,100.0
2020-07,Trincomalee,0.0,1,50.0
2020-08,Anuradhapura,1.0,1,100.0
2020-08,Kalutara,-0.5,2,25.0
2020-08,Kandy,1.0,1,100.0
2020-08,Polonnaruwa,1.0,1,100.0
2020-08,Trincomalee,1.0,1,100.0
2020-09,Anuradhapura,1.0,1,100.0
2020-09,Badulla,1.0,2,100.0
2020-09,Other,1.0,1,100.0
2020-10,Ampara,1.0,1,100.0
2020-11,Galle,1.0,1,100.0
2020-11,Kalutara,1.0,1,100.0
2020-11,Kandy,0.0,1,50.0
2020-11,Other,1.0,1,100.0
2020-12,Colombo,1.0,1,100.0
2021-01,Galle,-1.0,1,0.0
2021-01,Kalutara,1.0,1,100.0
2021-02,Galle,-1.0,1,0.0
2021-02,Kalutara,1.0,1,100.0
2021-03,Galle,0.0,2,50.0
2021-03,Matale,1.0,2,100.0
2021-04,Anuradhapura,1.0,3,100.0
2021-04,Badulla,1.0,1,100.0
2021-04,Matale,1.0,1,100.0
2021-04,Nuwara Eliya,1.0,1,100.0
2021-04,Other,1.0,1,100.0
2021-05,Galle,1.0,1,100.0
2021-05,Nuwara Eliya,1.0,1,100.0
2021-07,Kalutara,1.0,1,100.0
2021-08,Kandy,1.0,2,100.0
2021-09,Galle,1.0,1,100.0
2021-09,Jaffna,1.0,1,100.0
2021-09,Other,1.0,1,100.0
2021-09,Polonnaruwa,1.0,1,100.0
2021-10,Anuradhapura,1.0,2,100.0
2021-10,Badulla,1.0,1,100.0
2021-10,Colombo,1.0,1,100.0
2021-10,Kandy,1.0,2,100.0
2021-10,Matale,0.5,2,75.0
2021-10,Other,-1.0,1,0.0
2021-10,Trincomalee,1.0,1,100.0
2021-11,Badulla,1.0,1,100.0
2021-11,Colombo,0.5,2,75.0
2021-11,Galle,0.5714285714285714,7,78.57142857142857
2021-11,Gampaha,-1.0,1,0.0
2021-11,Kalutara,1.0,1,100.0
2021-11,Kandy,0.6666666666666666,9,83.33333333333333
2021-11,Matale,1.0,5,100.0
2021-11,Nuwara Eliya,-0.25,4,37.5
2021-11,Other,0.7142857142857143,7,85.71428571428572
2021-11,Polonnaruwa,1.0,3,100.0
2021-12,Anuradhapura,1.0,4,100.0
2021-12,Badulla,-0.25,4,37.5
2021-12,Colombo,1.0,1,100.0
2021-12,Galle,0.3333333333333333,3,66.66666666666666
2021-12,Kalutara,1.0,1,100.0
2021-12,Kandy,0.45454545454545453,11,72.72727272727273
2021-12,Matale,0.6666666666666666,9,83.33333333333333
2021-12,Nuwara Eliya,1.0,2,100.0
2021-12,Other,0.75,8,87.5
2021-12,Polonnaruwa,1.0,5,100.0
2022-01,Anuradhapura,0.3333333333333333,3,66.66666666666666
2022-01,Badulla,0.75,4,87.5
2022-01,Galle,1.0,12,100.0
2022-01,Gampaha,-1.0,1,0.0
2022-01,Kalutara,-0.5,2,25.0
2022-01,Kandy,0.45454545454545453,11,72.72727272727273
2022-01,Matale,1.0,4,100.0
2022-01,Nuwara Eliya,0.4444444444444444,9,72.22222222222221
2022-01,Other,0.6923076923076923,13,84.61538461538461
2022-01,Polonnaruwa,0.875,8,93.75
2022-02,Anuradhapura,1.0,1,100.0
2022-02,Badulla,1.0,2,100.0
2022-02,Colombo,0.0,2,50.0
2022-02,Galle,1.0,10,100.0
2022-02,Gampaha,-1.0,1,0.0
2022-02,Jaffna,0.0,2,50.0
2022-02,Kalutara,0.0,2,50.0
2022-02,Kandy,0.8571428571428571,7,92.85714285714286
2022-02,Matale,0.8,5,90.0
2022-02,Nuwara Eliya,0.75,4,87.5
2022-02,Other,0.8461538461538461,13,92.3076923076923
2022-02,Polonnaruwa,1.0,5,100.0
2022-02,Trincomalee,1.0,2,100.0
2022-03,Ampara,1.0,1,100.0
2022-03,Anuradhapura,1.0,1,100.0
2022-03,Badulla,0.6,5,80.0
2022-03,Galle,0.9333333333333333,15,96.66666666666667
2022-03,Gampaha,-0.8,5,9.999999999999998
2022-03,Jaffna,1.0,1,100.0
2022-03,Kalutara,0.0,1,50.0
2022-03,Kandy,0.9285714285714286,14,96.42857142857143
2022-03,Matale,0.625,8,81.25
2022-03,Nuwara Eliya,1.0,8,100.0
2022-03,Other,1.0,9,100.0
2022-03,Polonnaruwa,1.0,2,100.0
2022-03,Trincomalee,1.0,2,100.0
2022-04,Badulla,-0.5,2,25.0
2022-04,Colombo,1.0,3,100.0
2022-04,Galle,0.5,6,75.0
2022-04,Gampaha,-1.0,1,0.0
2022-04,Kandy,0.5,6,75.0
2022-04,Matale,1.0,5,100.0
2022-04,Nuwara Eliya,0.5,4,75.0
2022-04,Other,0.5,8,75.0
2022-04,Polonnaruwa,0.0,2,50.0
2022-05,Ampara,1.0,1,100.0
2022-05,Galle,1.0,1,100.0
2022-05,Jaffna,-1.0,1,0.0
2022-05,Kandy,0.6666666666666666,3,83.33333333333333
2022-05,Other,1.0,2,100.0
2022-05,Trincomalee,1.0,1,100.0
2022-06,Kandy,1.0,1,100.0
2022-06,Matale,1.0,2,100.0
2022-06,Other,1.0,1,100.0
2022-07,Badulla,1.0,1,100.0
2022-07,Galle,0.3333333333333333,3,66.66666666666666
2022-07,Kandy,1.0,2,100.0
2022-07,Matale,1.0,3,100.0
2022-07,Nuwara Eliya,0.0,2,50.0
2022-07,Other,1.0,1,100.0
2022-07,Polonnaruwa,1.0,1,100.0
2022-07,Trincomalee,1.0,1,100.0
2022-08,Colombo,1.0,1,100.0
2022-08,Galle,1.0,6,100.0
2022-08,Kandy,1.0,4,100.0
2022-08,Matale,1.0,2,100.0
2022-08,Nuwara Eliya,1.0,1,100.0
2022-08,Other,1.0,1,100.0
2022-08,Polonnaruwa,1.0,3,100.0
2022-08,Trincomalee,1.0,1,100.0
2022-09,Anuradhapura,1.0,2,100.0
2022-09,Badulla,1.0,1,100.0
2022-09,Jaffna,1.0,1,100.0
2022-09,Kandy,0.6666666666666666,3,83.33333333333333
2022-09,Nuwara Eliya,1.0,2,100.0
2022-09,Other,1.0,1,100.0
2022-09,Polonnaruwa,0.6666666666666666,3,83.33333333333333
2022-10,Badulla,1.0,1,100.0
2022-10,Colombo,1.0,1,100.0
2022-10,Galle,1.0,1,100.0
2022-10,Kandy,1.0,2,100.0
2022-10,Matale,1.0,1,100.0
2022-10,Nuwara Eliya,-1.0,1,0.0
2022-10,Other,0.5,2,75.0
2022-10,Polonnaruwa,1.0,2,100.0
2022-11,Galle,0.3333333333333333,3,66.66666666666666
2022-11,Kalutara,1.0,1,100.0
2022-11,Kandy,1.0,2,100.0
2022-11,Nuwara Eliya,1.0,2,100.0
2022-11,Other,1.0,1,100.0
2022-12,Galle,0.8,5,90.0
2022-12,Kalutara,1.0,1,100.0
2022-12,Kandy,0.0,3,50.0
2022-12,Matale,1.0,3,100.0
2022-12,Nuwara Eliya,0.42857142857142855,7,71.42857142857143
2022-12,Other,0.7142857142857143,7,85.71428571428572
2022-12,Polonnaruwa,1.0,4,100.0
2023-01,Anuradhapura,1.0,1,100.0
2023-01,Badulla,1.0,1,100.0
2023-01,Galle,0.3333333333333333,3,66.66666666666666
2023-01,Kandy,1.0,3,100.0
2023-01,Matale,1.0,4,100.0
2023-01,Nuwara Eliya,0.8,5,90.0
2023-01,Other,1.0,4,100.0
2023-02,Anuradhapura,1.0,2,100.0
2023-02,Badulla,1.0,2,100.0
2023-02,Galle,0.0,4,50.0
2023-02,Jaffna,0.0,1,50.0
2023-02,Kalutara,0.5,4,75.0
2023-02,Kandy,0.8333333333333334,6,91.66666666666667
2023-02,Matale,0.5,4,75.0
2023-02,Nuwara Eliya,0.8571428571428571,7,92.85714285714286
2023-02,Other,0.23076923076923078,13,61.53846153846154
2023-02,Polonnaruwa,1.0,2,100.0
2023-03,Anuradhapura,1.0,1,100.0
2023-03,Badulla,1.0,2,100.0
2023-03,Galle,0.5,2,75.0
2023-03,Gampaha,-1.0,1,0.0
2023-03,Jaffna,1.0,2,100.0
2023-03,Kalutara,1.0,2,100.0
2023-03,Kandy,1.0,4,100.0
2023-03,Matale,1.0,4,100.0
2023-03,Nuwara Eliya,1.0,5,100.0
2023-03,Other,0.2,5,60.0
2023-03,Polonnaruwa,1.0,2,100.0
2023-03,Trincomalee,0.5,2,75.0
2023-04,Anuradhapura,1.0,1,100.0
2023-04,Badulla,1.0,1,100.0
2023-04,Colombo,1.0,1,100.0
2023-04,Galle,0.75,4,87.5
2023-04,Kalutara,1.0,1,100.0
2023-04,Kandy,0.6666666666666666,3,83.33333333333333
2023-04,Matale,0.7142857142857143,7,85.71428571428572
2023-04,Nuwara Eliya,0.6666666666666666,6,83.33333333333333
2023-04,Other,1.0,7,100.0
2023-04,Polonnaruwa,1.0,3,100.0
2023-04,Trincomalee,0.5,2,75.0
2023-05,Colombo,-1.0,1,0.0
2023-05,Kandy,0.5,2,75.0
