month,sentiment_score,positive_count,review_count,negative_count,neutral_count,sentiment_score_normalized,ampara_sentiment,anuradhapura_sentiment,badulla_sentiment,colombo_sentiment,galle_sentiment,gampaha_sentiment,jaffna_sentiment,kalutara_sentiment,kandy_sentiment,matale_sentiment,nuwara_eliya_sentiment,other_sentiment,polonnaruwa_sentiment,trincomalee_sentiment,ampara_reviews,anuradhapura_reviews,badulla_reviews,colombo_reviews,galle_reviews,gampaha_reviews,jaffna_reviews,kalutara_reviews,kandy_reviews,matale_reviews,nuwara_eliya_reviews,other_reviews,polonnaruwa_reviews,trincomalee_reviews
2021-03,0.5,3,4,1,0,75.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,,,,,2.0,,,,,2.0,,,,
2021-04,1.0,7,7,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,,
2021-05,1.0,2,2,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,
2021-07,1.0,1,1,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,
2021-08,1.0,2,2,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,
2021-09,1.0,4,4,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,
2021-10,0.7,8,10,1,1,85.0,0.7,1.0,1.0,1.0,0.7,0.7,0.7,0.7,1.0,0.5,0.7,-1.0,0.7,1.0,,2.0,1.0,1.0,,,,,2.0,2.0,,1.0,,1.0
2021-11,0.6,29,40,5,6,80.0,0.6,0.6,1.0,0.5,0.5714285714285714,-1.0,0.6,1.0,0.6666666666666666,1.0,-0.25,0.7142857142857143,1.0,0.6,,,1.0,2.0,7.0,1.0,,1.0,9.0,5.0,4.0,7.0,3.0,
2021-12,0.625,36,48,6,6,81.25,0.625,1.0,-0.25,1.0,0.3333333333333333,0.625,0.625,1.0,0.45454545454545453,0.6666666666666666,1.0,0.75,1.0,0.625,,4.0,4.0,1.0,3.0,,,1.0,11.0,9.0,2.0,8.0,5.0,
2022-01,0.6417910447761194,49,67,6,12,82.08955223880596,0.6417910447761194,0.3333333333333333,0.75,0.6417910447761194,1.0,-1.0,0.6417910447761194,-0.5,0.45454545454545453,1.0,0.4444444444444444,0.6923076923076923,0.875,0.6417910447761194,,3.0,4.0,,12.0,1.0,,2.0,11.0,4.0,9.0,13.0,8.0,
2022-02,0.7678571428571429,48,56,5,3,88.39285714285714,0.7678571428571429,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.8571428571428571,0.8,0.75,0.8461538461538461,1.0,1.0,,1.0,2.0,2.0,10.0,1.0,2.0,2.0,7.0,5.0,4.0,13.0,5.0,2.0
2022-03,0.7638888888888888,61,72,6,5,88.19444444444444,1.0,1.0,0.6,0.7638888888888888,0.9333333333333333,-0.8,1.0,0.0,0.9285714285714286,0.625,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,15.0,5.0,1.0,1.0,14.0,8.0,8.0,9.0,2.0,2.0
2022-04,0.4864864864864865,25,37,7,5,74.32432432432432,0.4864864864864865,0.4864864864864865,-0.5,1.0,0.5,-1.0,0.4864864864864865,0.4864864864864865,0.5,1.0,0.5,0.5,0.0,0.4864864864864865,,,2.0,3.0,6.0,1.0,,,6.0,5.0,4.0,8.0,2.0,
2022-05,0.6666666666666666,7,9,1,1,83.33333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,-1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,,,,1.0,,1.0,,3.0,,,2.0,,1.0
2022-06,1.0,4,4,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,,
2022-07,0.7142857142857143,12,14,2,0,85.71428571428572,0.7142857142857143,0.7142857142857143,1.0,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,,3.0,,,,2.0,3.0,2.0,1.0,1.0,1.0
2022-08,1.0,19,19,0,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,6.0,,,,4.0,2.0,1.0,1.0,3.0,1.0
2022-09,0.8461538461538461,11,13,0,2,92.3076923076923,0.8461538461538461,1.0,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,0.8461538461538461,0.6666666666666666,0.8461538461538461,1.0,1.0,0.6666666666666666,0.8461538461538461,,2.0,1.0,,,,1.0,,3.0,,2.0,1.0,3.0,
2022-10,0.7272727272727273,9,11,1,1,86.36363636363636,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,1.0,-1.0,0.5,1.0,0.7272727272727273,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,2.0,
2022-11,0.7777777777777778,8,9,1,0,88.88888888888889,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,1.0,1.0,0.7777777777777778,1.0,1.0,0.7777777777777778,0.7777777777777778,,,,,3.0,,,1.0,2.0,,2.0,1.0,,
2022-12,0.6451612903225806,23,31,3,5,82.25806451612902,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.8,0.6451612903225806,0.6451612903225806,1.0,0.0,1.0,0.42857142857142855,0.7142857142857143,1.0,0.6451612903225806,,,,,5.0,,,1.0,3.0,3.0,7.0,7.0,4.0,
2023-01,0.8571428571428571,19,21,1,1,92.85714285714286,0.8571428571428571,1.0,1.0,0.8571428571428571,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8,1.0,0.8571428571428571,0.8571428571428571,,1.0,1.0,,3.0,,,,3.0,4.0,5.0,4.0,,
2023-02,0.5333333333333333,31,45,7,7,76.66666666666666,0.5333333333333333,1.0,1.0,0.5333333333333333,0.0,0.5333333333333333,0.0,0.5,0.8333333333333334,0.5,0.8571428571428571,0.23076923076923078,1.0,0.5333333333333333,,2.0,2.0,,4.0,,1.0,4.0,6.0,4.0,7.0,13.0,2.0,
2023-03,0.75,27,32,3,2,87.5,0.75,1.0,1.0,0.75,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,,1.0,2.0,,2.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0
2023-04,0.8055555555555556,31,36,2,3,90.27777777777779,0.8055555555555556,1.0,1.0,1.0,0.75,0.8055555555555556,0.8055555555555556,1.0,0.6666666666666666,0.7142857142857143,0.6666666666666666,1.0,1.0,0.5,,1.0,1.0,1.0,4.0,,,1.0,3.0,7.0,6.0,7.0,3.0,2.0
2023-05,0.0,1,3,1,1,50.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,2.0,,,,,
